YEAR,MO,DY,WD10M,WS50M,PS,WS10M,WD50M,RH2M,PRECTOTCORR,T2M,T2MDEW,TS,ALLSKY_SFC_UV_INDEX
2019,3,26,265.94,6.37,96.73,4.27,266.25,63.19,17.52,15.46,7.49,15.98,1.27
2019,3,27,278.44,6.3,96.97,4.63,307.75,77.12,9.21,9.93,5.76,10.44,0.52
2019,3,28,175.44,7.99,97.34,5.61,175.31,74.5,0.65,10.39,5.44,11.05,0.92
2019,3,29,153.69,5.7,97.72,3.76,152.12,69.69,0.05,10.92,4.43,12.06,1.25
2019,3,30,205.56,3.23,97.56,2.09,209.12,63.44,0.01,13.08,4.92,14.05,1.47
2019,3,31,197.81,5.05,96.87,3.32,199.12,60.19,0.03,13.51,5.12,14.09,1.43
2019,4,1,78.38,4.95,96.47,3.69,77.69,78.38,3.63,11.05,7.12,12.26,0.86
2019,4,2,257.75,3.97,96.86,2.41,267.81,60.62,0.12,12.88,3.53,14.64,1.58
2019,4,3,218.94,8.06,96.43,5.59,219.62,67.12,5.07,14.69,8.23,14.95,1.16
2019,4,4,218.88,7.11,95.58,4.91,219.44,66.0,7.93,16.26,9.6,16.3,1.0
2019,4,5,51.56,5.21,95.65,4.07,66.44,82.88,7.23,11.1,8.19,11.7,0.84
2019,4,6,240.06,4.97,95.97,3.6,241.06,68.31,1.78,13.23,6.55,13.97,1.43
2019,4,7,265.56,7.19,96.25,5.17,265.62,61.62,0.36,12.12,3.57,12.97,1.5
2019,4,8,269.69,5.89,96.68,4.18,268.31,56.0,0.05,12.83,2.82,13.3,1.49
2019,4,9,263.94,6.31,96.55,4.41,264.38,56.88,0.54,15.76,6.15,15.94,1.49
2019,4,10,223.19,5.82,96.38,4.17,223.5,60.5,0.49,15.02,4.96,15.87,1.53
2019,4,11,200.88,4.45,96.44,2.81,201.06,63.25,0.42,12.74,5.12,14.12,1.52
2019,4,12,304.19,6.25,96.62,4.28,304.75,56.12,0.01,12.99,2.58,14.34,1.41
2019,4,13,292.19,7.15,96.81,4.88,291.56,57.5,0.01,12.52,2.82,13.69,1.16
2019,4,14,296.5,5.67,96.91,3.77,296.38,42.0,0.0,14.1,-1.47,14.68,1.42
2019,4,15,240.12,7.18,96.85,5.09,238.62,45.75,0.0,16.8,4.08,18.0,1.88
2019,4,16,163.81,3.81,96.98,2.76,166.62,56.94,0.0,17.48,6.84,18.62,1.96
2019,4,17,89.56,4.17,97.01,3.27,89.56,57.62,0.0,17.86,7.8,19.6,1.76
2019,4,18,146.88,5.2,97.0,4.2,148.5,61.38,0.0,17.11,8.45,18.72,1.7
2019,4,19,97.75,8.59,97.13,7.0,98.94,71.94,0.0,15.44,9.71,16.76,1.36
2019,4,20,98.19,9.88,96.74,8.06,100.0,72.5,0.0,15.7,10.03,16.98,1.06
2019,4,21,100.69,6.37,95.76,4.8,106.5,61.94,1.43,18.87,9.44,19.59,1.01
2019,4,22,211.06,9.3,95.27,6.56,211.81,42.88,0.0,19.98,5.85,20.12,1.2
2019,4,23,244.75,8.01,95.9,5.62,244.94,41.69,0.0,18.76,4.26,19.22,1.84
2019,4,24,83.56,5.24,96.43,4.19,84.56,40.06,0.01,20.23,4.69,20.15,1.49
2019,4,25,81.38,4.3,96.81,2.83,83.5,61.25,0.0,19.69,9.98,21.44,1.59
2019,4,26,61.19,5.82,97.04,4.58,60.25,59.19,0.02,20.47,10.55,21.9,1.73
2019,4,27,139.25,8.2,97.39,6.48,138.56,48.06,0.0,16.87,4.44,18.5,2.12
2019,4,28,163.94,5.77,97.31,4.25,162.62,55.44,0.01,15.93,5.38,17.79,2.07
2019,4,29,202.06,3.55,96.89,2.69,203.81,52.0,0.84,19.26,7.18,20.92,2.16
2019,4,30,100.69,3.03,96.82,2.2,104.75,71.0,8.45,15.89,10.15,17.51,1.54
2019,5,1,87.06,3.13,96.77,2.32,109.38,61.06,0.19,16.83,7.56,19.72,2.09
2019,5,2,192.94,5.35,96.78,3.91,194.69,59.81,0.07,17.17,7.89,18.62,1.88
2019,5,3,146.25,5.05,95.88,3.65,149.69,61.12,2.88,19.83,10.78,20.45,1.05
2019,5,4,334.81,9.75,95.79,7.79,333.69,63.19,0.26,17.11,9.25,18.4,1.34
2019,5,5,308.12,6.66,96.48,4.94,308.81,55.12,0.01,16.6,5.62,18.48,1.87
2019,5,6,248.56,5.87,97.0,4.22,246.94,49.38,0.0,15.86,2.47,17.54,2.09
2019,5,7,140.19,2.88,97.21,1.91,158.12,54.38,0.0,17.48,5.65,19.66,2.17
2019,5,8,207.25,5.93,96.96,4.19,209.31,54.0,0.0,19.89,7.4,21.19,1.94
2019,5,9,234.38,4.8,96.49,3.34,219.25,36.5,0.0,25.0,6.51,26.3,1.98
2019,5,10,192.06,2.96,96.78,2.09,194.75,49.0,0.0,24.45,11.62,26.63,2.0
2019,5,11,174.56,3.74,96.88,2.88,176.75,44.88,0.16,24.37,10.05,26.12,2.04
2019,5,12,312.75,9.83,96.84,7.83,311.38,49.06,0.12,19.74,7.63,21.37,1.98
2019,5,13,327.75,10.02,96.63,7.89,327.06,50.12,0.17,15.75,4.62,17.48,1.52
2019,5,14,257.88,6.37,96.66,4.84,256.44,61.75,2.49,16.08,8.14,17.91,1.12
2019,5,15,272.0,5.55,96.44,4.04,273.31,52.62,0.01,18.44,6.53,20.01,2.04
2019,5,16,258.62,7.67,96.35,5.77,271.94,43.94,0.0,18.05,3.33,19.71,2.1
2019,5,17,184.25,8.31,96.06,6.21,185.12,49.0,0.0,21.05,6.13,21.78,1.78
2019,5,18,88.56,5.09,95.95,3.8,103.5,45.62,0.0,20.48,6.76,23.12,2.12
2019,5,19,220.81,4.16,96.27,3.1,221.25,49.62,0.15,19.18,7.09,20.6,1.47
2019,5,20,80.38,3.13,96.63,2.03,101.06,55.5,0.0,17.73,7.19,20.05,1.8
2019,5,21,152.81,4.03,96.93,3.01,153.75,61.12,0.03,17.65,8.51,18.65,1.6
2019,5,22,170.25,2.32,97.0,1.9,172.0,65.0,3.25,18.19,10.67,20.48,1.52
2019,5,23,119.38,2.5,97.04,1.62,143.62,53.31,0.03,20.84,9.12,23.76,1.99
2019,5,24,163.19,4.59,96.76,3.48,165.44,65.31,5.09,19.55,12.09,21.14,1.34
2019,5,25,183.5,3.64,96.2,2.9,195.94,69.0,13.56,18.58,12.2,20.04,0.68
2019,5,26,318.62,8.62,96.08,6.68,318.62,63.12,0.79,17.8,10.05,19.06,1.09
2019,5,27,305.44,7.86,96.35,5.66,305.31,59.56,0.37,17.74,9.2,18.95,1.2
2019,5,28,261.69,4.84,96.66,3.38,263.31,47.62,0.0,20.95,8.0,22.48,1.99
2019,5,29,173.94,5.14,96.82,3.73,175.69,44.06,0.05,22.89,8.94,24.83,1.81
2019,5,30,154.81,6.44,97.35,5.16,213.31,51.5,0.01,19.05,7.95,21.21,1.92
2019,5,31,120.38,5.73,97.37,4.43,119.69,53.75,0.0,18.0,7.2,20.5,2.12
2019,6,1,87.19,6.29,97.27,4.56,86.38,57.75,0.0,18.69,8.89,20.62,1.99
2019,6,2,124.25,3.97,97.21,2.88,121.69,48.25,0.0,19.72,6.55,22.08,2.19
2019,6,3,205.5,4.23,97.06,2.97,210.06,41.19,0.0,22.73,7.15,24.88,2.34
2019,6,4,220.25,5.83,96.75,4.03,222.44,39.62,0.0,25.08,8.37,26.55,2.27
2019,6,5,203.88,5.93,96.41,4.28,204.38,31.69,0.08,27.55,7.23,28.22,2.28
2019,6,6,65.12,5.49,96.79,3.99,66.62,43.88,0.21,25.21,11.2,26.87,1.71
2019,6,7,176.19,4.43,97.0,3.12,176.31,40.94,0.0,27.3,10.89,28.78,2.34
2019,6,8,133.62,7.02,97.27,5.04,134.75,32.81,0.0,27.79,7.72,28.76,2.38
2019,6,9,157.94,6.63,97.1,4.84,158.0,31.06,0.18,28.14,6.9,28.67,2.45
2019,6,10,154.75,5.86,96.44,4.16,155.69,34.0,0.0,28.04,7.87,28.93,1.89
2019,6,11,110.38,7.56,96.02,6.01,112.5,43.38,0.0,27.02,10.48,27.8,1.38
2019,6,12,137.56,7.09,96.4,5.76,136.62,51.12,0.0,25.22,12.97,27.55,2.18
2019,6,13,91.19,4.38,96.74,3.21,91.88,48.12,0.0,26.58,12.81,28.93,2.24
2019,6,14,156.5,4.39,96.82,3.14,157.69,48.62,0.17,27.06,14.13,27.89,1.29
2019,6,15,49.94,5.73,96.88,4.24,64.69,44.88,0.0,26.95,12.68,28.91,2.38
2019,6,16,57.88,6.2,96.82,4.45,57.94,44.44,0.0,27.04,12.54,29.08,2.45
2019,6,17,43.31,6.34,96.7,4.75,43.75,45.44,0.03,24.4,11.25,25.49,2.01
2019,6,18,59.06,5.55,96.82,4.16,57.0,36.81,0.0,25.96,8.09,28.31,2.45
2019,6,19,197.94,5.38,96.75,3.95,198.88,34.12,0.01,29.59,9.94,31.29,2.41
2019,6,20,177.31,4.42,96.74,3.49,179.19,36.81,0.19,29.62,12.3,30.41,1.74
2019,6,21,187.69,5.98,96.73,4.14,188.62,33.69,0.0,31.95,10.98,33.44,2.34
2019,6,22,167.06,6.85,96.72,4.71,167.88,30.44,0.0,32.03,9.63,33.25,2.38
2019,6,23,192.44,5.51,96.74,3.87,192.5,26.81,0.0,32.01,7.65,32.98,2.39
2019,6,24,204.19,4.07,96.84,3.18,203.94,19.62,0.0,34.21,5.64,34.33,2.57
2019,6,25,141.69,3.21,97.05,2.38,144.06,30.88,0.0,32.33,9.11,34.97,2.45
2019,6,26,76.0,4.41,97.13,3.68,74.75,37.5,0.0,29.86,12.23,32.59,2.56
2019,6,27,58.06,4.87,97.03,3.8,56.62,42.06,0.0,28.12,13.0,31.22,2.43
2019,6,28,90.25,4.92,96.86,3.8,89.31,41.25,0.0,28.5,12.94,31.27,2.34
2019,6,29,142.19,3.34,96.81,2.43,139.5,35.0,0.0,30.65,11.67,33.61,2.48
2019,6,30,90.56,3.65,96.92,3.16,89.5,39.0,0.0,30.18,13.29,33.22,2.63
2019,7,1,99.19,4.82,96.96,3.93,99.06,48.69,0.0,27.87,14.54,31.12,2.27
2019,7,2,111.31,3.93,96.77,3.31,109.56,50.69,0.01,27.52,13.96,31.13,2.31
2019,7,3,160.88,4.18,96.77,3.56,161.0,41.44,0.05,28.96,12.88,32.2,2.28
2019,7,4,183.44,6.04,96.89,4.66,185.94,31.88,0.0,30.55,10.5,32.87,2.26
2019,7,5,112.12,4.59,96.91,3.31,109.19,30.5,0.0,33.06,12.08,35.14,2.45
2019,7,6,117.81,3.5,96.84,2.74,128.25,29.81,0.0,33.37,12.0,35.54,2.43
2019,7,7,158.62,5.09,96.78,3.8,157.12,27.0,0.0,34.01,10.23,35.58,2.5
2019,7,8,233.44,3.81,96.8,2.74,234.31,24.38,0.0,34.41,9.8,35.89,2.49
2019,7,9,218.81,7.64,96.67,5.28,219.0,20.38,0.0,34.1,6.67,35.41,2.48
2019,7,10,195.94,5.89,96.48,4.41,195.75,20.5,0.0,34.68,5.98,36.08,2.55
2019,7,11,112.88,3.91,96.62,3.0,117.81,37.69,0.0,30.76,12.57,34.01,2.68
2019,7,12,46.75,4.03,96.79,3.01,71.62,38.56,0.0,30.35,12.19,33.82,2.63
2019,7,13,190.62,2.83,96.72,2.13,192.06,30.94,0.0,32.71,10.16,34.76,2.46
2019,7,14,147.44,4.75,96.23,3.66,149.62,27.31,0.0,34.6,10.29,36.41,2.38
2019,7,15,205.75,7.93,96.21,6.63,204.12,39.81,0.0,29.48,13.65,32.11,2.45
2019,7,16,235.31,7.13,96.6,5.91,233.75,39.56,0.0,27.05,11.15,29.52,2.33
2019,7,17,141.06,3.84,96.7,2.77,167.69,43.44,0.0,26.43,9.71,30.46,2.6
2019,7,18,170.88,2.88,96.64,2.17,169.25,52.19,1.16,26.04,15.13,27.45,1.84
2019,7,19,48.25,4.53,96.94,3.16,44.81,40.81,0.0,26.73,10.83,29.98,2.23
2019,7,20,170.56,4.46,96.98,3.68,174.25,47.88,0.44,28.47,14.63,31.38,2.2
2019,7,21,143.75,5.51,97.13,4.83,145.44,49.44,0.06,28.03,15.29,31.1,2.32
2019,7,22,109.12,3.95,97.28,3.18,108.06,47.5,0.0,26.99,13.2,30.02,2.46
2019,7,23,158.12,3.48,97.08,2.65,157.12,35.06,0.0,27.7,9.48,30.24,2.38
2019,7,24,168.5,2.91,96.85,2.18,165.88,30.44,0.0,29.54,9.21,32.31,2.34
2019,7,25,178.88,3.21,96.77,2.67,184.0,31.81,0.0,30.84,10.31,33.47,2.48
2019,7,26,216.06,5.04,96.52,3.61,220.12,35.38,0.0,31.89,11.16,33.9,2.36
2019,7,27,247.38,8.83,96.06,6.52,247.69,26.06,0.0,32.9,8.28,33.88,2.26
2019,7,28,158.31,4.55,96.11,3.44,161.06,34.44,0.0,31.08,11.38,34.15,2.44
2019,7,29,144.06,4.17,96.48,3.2,148.94,44.12,0.0,30.5,15.08,33.79,2.3
2019,7,30,129.31,4.03,96.59,3.41,132.5,46.62,0.0,30.76,15.79,34.17,2.34
2019,7,31,87.5,4.33,96.82,3.52,85.81,36.69,1.02,30.51,12.48,33.72,2.38
2019,8,1,167.75,3.66,96.82,2.77,169.0,30.75,0.0,32.3,10.91,34.88,2.24
2019,8,2,185.5,3.98,96.67,2.52,216.06,25.06,0.01,34.58,10.22,36.86,2.14
2019,8,3,193.25,4.38,96.57,2.84,218.06,28.62,5.79,34.9,12.07,37.25,2.27
2019,8,4,123.31,4.15,96.75,3.24,126.25,41.06,0.01,31.21,15.01,33.52,2.23
2019,8,5,145.38,4.07,96.86,3.34,147.38,36.69,0.03,30.85,13.08,33.01,2.32
2019,8,6,182.31,4.77,96.82,3.73,186.31,39.88,0.43,31.56,14.27,33.98,2.4
2019,8,7,250.81,6.29,96.66,4.27,252.31,30.0,3.57,35.11,13.08,35.96,2.12
2019,8,8,264.56,5.84,96.61,3.98,250.06,28.12,0.0,35.44,12.13,35.83,2.08
2019,8,9,154.0,3.48,96.72,2.38,155.19,37.88,0.0,32.93,14.36,35.41,2.16
2019,8,10,90.25,4.36,96.92,3.42,88.44,38.56,0.0,31.05,13.15,33.2,2.42
2019,8,11,120.44,3.56,96.82,2.66,118.75,40.12,0.0,30.41,13.51,33.04,2.42
2019,8,12,157.0,2.66,96.59,2.09,154.56,33.0,0.0,31.12,11.39,33.51,2.41
2019,8,13,126.88,5.41,96.66,4.2,125.94,39.38,0.22,31.04,14.45,33.65,2.37
2019,8,14,232.75,5.96,96.89,5.1,245.56,43.94,0.0,28.67,14.48,31.21,2.21
2019,8,15,231.88,5.84,97.01,4.6,245.0,38.62,0.0,27.65,10.86,30.33,2.36
2019,8,16,110.31,4.08,97.03,3.02,107.75,40.94,0.0,27.69,11.62,30.5,2.37
2019,8,17,143.75,2.93,96.97,2.23,159.75,41.88,0.0,29.25,13.05,32.69,2.4
2019,8,18,194.31,4.38,96.75,3.34,198.38,45.94,0.0,30.43,14.69,33.05,2.22
2019,8,19,185.31,4.4,96.66,3.48,189.88,38.69,0.06,31.57,13.33,34.44,2.21
2019,8,20,133.25,5.77,96.87,5.13,135.25,52.88,0.01,28.3,16.9,31.15,2.1
2019,8,21,96.62,4.34,96.96,3.77,94.75,57.81,0.19,27.97,17.57,31.57,2.12
2019,8,22,110.12,4.34,96.99,3.7,109.19,58.56,16.91,27.27,16.94,30.48,2.14
2019,8,23,105.0,3.1,97.06,2.48,104.5,58.62,2.23,26.57,16.76,28.99,1.7
2019,8,24,150.31,3.53,96.97,2.78,151.5,57.56,1.05,27.33,17.06,29.69,1.86
2019,8,25,129.31,3.72,96.9,2.89,130.25,56.62,1.19,27.9,17.44,30.07,1.88
2019,8,26,134.69,4.52,96.92,3.54,136.0,58.44,0.3,28.01,17.83,30.38,1.92
2019,8,27,169.12,4.26,96.9,3.01,170.69,52.31,0.48,29.08,16.3,31.05,1.88
2019,8,28,156.38,5.3,96.79,4.12,157.94,53.25,0.76,28.3,16.15,29.55,1.5
2019,8,29,50.19,5.02,96.92,4.16,49.5,63.19,0.44,26.53,18.28,29.23,1.45
2019,8,30,50.81,4.27,97.04,3.45,48.94,60.69,0.27,26.58,17.33,29.37,1.68
2019,8,31,160.38,3.49,96.77,2.48,162.81,70.94,15.89,24.81,19.04,26.0,1.05
2019,9,1,282.88,3.81,96.55,2.8,282.88,61.5,1.02,24.77,16.33,26.27,1.32
2019,9,2,283.19,5.57,96.75,3.89,297.88,66.88,2.99,23.32,16.44,24.56,1.38
2019,9,3,230.44,5.98,97.1,4.34,229.12,60.0,0.09,24.94,15.48,26.55,1.76
2019,9,4,241.38,4.18,96.89,2.8,240.0,55.81,0.08,24.78,14.21,26.86,1.74
2019,9,5,207.25,5.18,96.72,3.73,220.94,56.44,0.05,24.65,14.15,26.87,1.69
2019,9,6,157.0,5.63,96.95,4.18,156.25,55.62,0.08,23.81,13.21,25.62,1.73
2019,9,7,195.62,3.38,97.13,2.16,196.44,54.06,0.1,23.94,13.04,26.85,1.68
2019,9,8,184.25,3.66,97.05,2.82,184.44,62.06,1.23,23.58,15.39,24.65,1.39
2019,9,9,189.69,2.56,96.89,1.84,196.69,71.94,19.89,23.54,17.82,24.76,1.27
2019,9,10,194.81,3.93,96.52,2.8,196.88,68.31,2.71,23.98,16.98,25.12,1.18
2019,9,11,87.81,6.46,96.77,5.09,88.69,68.25,0.59,22.93,16.24,23.48,1.49
2019,9,12,90.06,7.41,97.48,5.9,91.0,74.81,1.95,24.51,19.19,25.77,1.2
2019,9,13,99.75,4.07,97.71,2.81,100.38,77.94,6.56,23.61,19.06,24.44,1.75
2019,9,14,150.19,3.87,97.6,2.88,151.31,75.12,5.12,24.29,19.12,25.71,1.68
2019,9,15,168.94,4.25,97.48,3.08,170.38,64.88,0.61,24.29,16.71,26.14,1.45
2019,9,16,192.75,4.83,97.15,3.27,195.12,57.19,1.7,25.69,15.54,27.07,1.55
2019,9,17,210.94,3.57,96.96,2.31,214.94,58.25,5.27,26.76,16.94,27.65,1.38
2019,9,18,267.94,5.95,96.92,3.89,269.31,52.31,2.01,27.08,15.37,27.23,1.45
2019,9,19,257.75,5.62,96.93,3.68,258.94,46.62,1.17,28.26,14.84,28.32,1.2
2019,9,20,123.5,4.23,97.03,2.91,125.06,58.12,0.23,26.3,16.22,26.77,1.22
2019,9,21,120.0,4.04,97.12,2.99,121.75,59.88,0.88,26.71,17.3,27.54,1.31
2019,9,22,126.69,4.32,97.06,3.18,128.12,65.88,1.71,26.48,18.29,27.15,1.15
2019,9,23,182.62,2.84,96.98,2.03,183.56,53.88,0.96,27.08,15.5,26.99,1.4
2019,9,24,102.38,3.89,96.98,2.53,103.94,63.94,0.01,25.87,17.26,27.75,1.34
2019,9,25,166.5,3.47,96.81,2.54,170.38,62.62,0.02,25.72,16.75,27.23,1.45
2019,9,26,146.75,3.66,97.02,2.18,129.0,50.94,0.0,24.95,12.8,26.76,1.41
2019,9,27,116.0,3.37,97.2,2.2,111.56,59.06,0.0,23.12,13.59,25.45,1.5
2019,9,28,167.31,2.61,97.18,1.77,183.62,55.06,0.01,24.51,13.37,25.99,1.47
2019,9,29,171.44,2.65,97.06,1.68,178.38,61.25,0.09,24.64,15.16,26.33,1.45
2019,9,30,88.81,2.79,96.95,1.98,87.19,66.06,0.33,23.78,15.95,25.64,1.45
2019,10,1,224.56,4.09,96.71,2.74,226.31,59.31,0.27,24.25,14.29,25.07,1.44
2019,10,2,215.25,6.12,96.19,4.14,215.69,45.62,3.48,25.46,11.46,26.4,1.31
2019,10,3,283.19,8.97,96.54,6.84,268.06,60.62,2.99,20.73,12.0,21.57,1.2
2019,10,4,263.31,6.02,96.92,4.1,263.06,58.12,0.07,19.66,9.4,20.52,1.29
2019,10,5,285.81,3.95,96.89,3.04,287.88,42.81,0.0,21.83,7.32,21.4,1.28
2019,10,6,248.69,4.25,96.85,2.74,247.56,43.88,0.0,21.96,7.4,22.43,1.27
2019,10,7,316.44,8.35,96.35,6.29,316.19,61.5,0.81,19.44,11.05,19.98,0.75
2019,10,8,98.62,12.52,96.63,9.85,84.0,66.44,2.57,18.95,12.09,19.51,0.87
2019,10,9,137.81,9.3,96.91,7.3,138.31,70.31,0.49,18.78,12.8,19.74,0.81
2019,10,10,119.12,5.7,97.13,3.93,118.62,69.44,0.45,19.95,13.22,21.05,1.09
2019,10,11,246.81,5.0,97.46,3.24,243.81,62.44,0.01,19.99,11.34,21.5,1.24
2019,10,12,204.69,4.59,97.44,3.15,205.81,59.25,0.0,20.48,11.07,21.29,1.22
2019,10,13,204.81,4.43,97.38,3.04,205.75,62.25,0.0,20.51,11.86,20.84,0.95
2019,10,14,206.0,5.33,97.13,3.54,207.0,63.38,0.01,21.16,12.48,21.92,1.05
2019,10,15,179.5,4.2,97.03,2.52,179.44,55.56,1.4,21.77,11.88,22.33,0.73
2019,10,16,150.0,4.04,97.26,2.48,152.81,68.5,1.54,19.87,13.32,21.42,1.04
2019,10,17,205.12,3.8,97.19,2.51,207.69,66.5,0.29,20.58,12.84,21.65,1.14
2019,10,18,212.75,3.73,97.04,2.28,211.94,55.44,0.03,21.48,11.49,22.37,1.02
2019,10,19,212.31,4.97,96.97,3.45,212.5,54.25,0.0,21.07,10.8,21.46,1.03
2019,10,20,178.81,5.8,96.99,3.81,179.25,57.44,0.0,20.94,11.23,21.38,1.02
2019,10,21,122.06,6.52,97.11,4.59,123.19,72.25,0.08,21.57,15.31,21.83,0.99
2019,10,22,108.94,7.36,96.86,5.31,109.81,75.94,0.08,21.31,16.12,21.72,0.93
2019,10,23,120.88,7.8,96.52,5.6,122.19,72.12,0.41,22.34,15.64,22.66,0.84
2019,10,24,241.06,5.23,96.56,3.66,240.88,62.94,0.19,20.35,10.73,21.1,0.68
2019,10,25,322.06,6.16,96.99,4.36,321.88,62.31,2.58,16.8,8.94,17.66,0.71
2019,10,26,228.0,5.02,97.06,3.44,228.94,74.25,9.32,15.19,10.56,15.13,0.62
2019,10,27,135.5,4.02,97.11,2.7,135.94,76.19,10.72,15.18,10.91,15.4,0.5
2019,10,28,147.62,7.45,96.91,5.27,147.94,77.75,0.77,15.84,11.76,16.14,0.62
2019,10,29,156.88,4.77,97.03,3.09,156.31,74.12,0.1,16.58,11.33,17.19,0.77
2019,10,30,236.94,2.86,97.28,1.95,250.5,72.69,2.61,17.09,11.67,17.08,0.77
2019,10,31,274.81,2.72,97.24,1.8,275.31,62.62,0.74,18.11,9.94,18.46,0.76
2019,11,1,327.06,6.48,96.92,4.23,327.06,71.56,1.27,16.44,10.88,16.29,0.52
2019,11,2,266.81,6.7,96.72,4.38,267.62,66.69,0.01,16.78,9.55,17.0,0.73
2019,11,3,245.5,9.62,96.31,6.69,245.88,60.81,0.01,18.69,10.56,18.69,0.68
2019,11,4,270.5,6.85,96.57,4.18,270.81,59.25,0.0,17.86,8.81,18.05,0.69
2019,11,5,246.56,7.85,96.36,4.97,246.94,55.81,0.01,17.65,7.91,17.42,0.7
2019,11,6,229.25,5.49,96.33,3.8,228.88,84.62,14.34,12.97,10.34,12.87,0.21
2019,11,7,277.38,6.5,96.58,4.05,277.94,70.75,0.01,12.55,6.44,12.94,0.66
2019,11,8,252.75,8.38,96.45,5.38,253.25,60.69,0.0,12.91,4.68,12.79,0.64
2019,11,9,303.75,6.95,96.8,4.81,303.94,63.94,0.01,10.98,3.69,11.0,0.62
2019,11,10,237.06,7.16,96.44,4.92,237.19,56.94,0.43,10.36,1.11,9.86,0.48
2019,11,11,244.06,3.99,95.79,3.07,244.19,78.25,5.72,7.65,4.05,8.28,0.36
2019,11,12,287.25,10.15,95.35,7.38,289.0,72.25,2.27,9.55,4.6,9.12,0.21
2019,11,13,255.31,8.25,96.31,5.78,255.88,66.69,0.01,9.91,3.06,10.0,0.57
2019,11,14,248.81,8.38,96.26,5.55,249.19,66.12,0.02,11.8,4.98,11.8,0.57
2019,11,15,228.06,8.27,96.01,5.51,228.25,61.56,0.03,12.41,4.63,12.09,0.45
2019,11,16,199.69,6.14,95.8,4.4,200.5,59.69,0.01,13.01,4.49,12.46,0.38
2019,11,17,283.25,6.61,96.56,4.45,283.62,62.06,0.02,9.35,1.87,9.03,0.47
2019,11,18,235.94,8.47,96.78,5.52,236.19,49.62,0.0,8.07,-2.27,7.56,0.42
2019,11,19,290.25,5.8,96.76,3.96,290.5,62.75,0.77,9.04,1.74,9.22,0.4
2019,11,20,250.88,5.04,96.94,3.45,250.94,66.12,0.0,8.32,1.51,7.76,0.49
2019,11,21,252.25,9.16,96.74,6.07,252.62,51.19,0.0,9.86,-0.46,9.55,0.41
2019,11,22,238.0,8.81,96.7,5.51,238.12,44.19,0.03,10.9,-1.11,10.16,0.33
2019,11,23,224.31,8.41,96.03,5.53,224.5,49.38,6.81,10.64,-0.42,10.3,0.24
2019,11,24,290.38,7.62,96.09,5.0,290.75,70.19,0.05,9.87,4.06,9.61,0.4
2019,11,25,295.69,7.63,96.44,4.84,296.31,71.69,0.11,9.94,4.37,9.71,0.44
2019,11,26,290.31,5.66,96.71,3.58,290.44,74.0,0.09,12.48,7.42,11.73,0.45
2019,11,27,259.81,6.7,96.71,4.22,260.31,68.06,0.0,12.8,6.33,12.07,0.56
2019,11,28,278.75,6.05,96.9,3.93,279.06,64.94,0.0,14.17,7.23,13.01,0.53
2019,11,29,264.25,4.05,97.16,2.78,264.81,61.0,0.0,13.68,5.69,12.17,0.51
2019,11,30,268.75,5.38,97.37,3.22,284.81,74.19,0.0,12.22,7.22,12.29,0.48
2019,12,1,191.0,5.9,97.12,3.91,191.0,83.94,0.0,11.69,8.99,11.37,0.45
2019,12,2,134.56,3.73,96.52,2.59,135.12,76.19,0.54,13.64,9.46,12.73,0.45
2019,12,3,219.94,4.02,96.47,2.68,221.19,67.0,0.0,12.4,5.26,11.55,0.44
2019,12,4,158.31,6.7,96.3,3.94,159.06,80.38,4.76,11.49,8.27,10.73,0.22
2019,12,5,253.44,5.91,97.13,3.51,254.06,64.88,0.0,11.7,4.65,11.29,0.43
2019,12,6,226.25,3.95,97.54,2.78,226.62,64.31,0.0,12.08,4.76,10.69,0.39
2019,12,7,166.94,2.09,97.43,1.52,167.31,69.25,0.02,12.25,6.32,10.42,0.36
2019,12,8,55.94,7.51,97.08,5.31,57.44,81.44,0.35,11.76,8.4,11.46,0.27
2019,12,9,313.75,9.84,96.97,7.32,314.12,80.88,0.96,11.46,7.92,11.48,0.29
2019,12,10,307.69,11.59,96.8,8.23,308.38,72.56,0.96,9.12,3.86,8.83,0.29
2019,12,11,322.31,10.08,96.85,7.14,322.88,62.75,0.23,9.55,2.28,9.21,0.3
2019,12,12,288.94,7.32,96.73,4.59,289.12,62.38,0.04,9.12,1.82,8.64,0.35
2019,12,13,278.44,8.1,96.25,4.84,279.38,64.81,0.0,10.8,4.24,10.17,0.19
2019,12,14,307.12,8.09,96.78,5.52,307.44,69.69,0.0,13.99,7.92,12.73,0.34
2019,12,15,240.75,6.33,97.2,4.07,241.0,67.19,0.0,12.51,6.21,11.23,0.31
2019,12,16,213.0,8.1,97.12,4.99,213.0,67.19,0.0,11.99,5.43,11.28,0.34
2019,12,17,145.06,5.85,96.66,3.32,145.56,79.81,0.01,9.88,6.35,9.28,0.13
2019,12,18,152.44,5.51,96.37,3.39,153.19,77.69,3.55,10.76,6.68,10.45,0.19
2019,12,19,262.19,7.38,97.08,4.5,262.81,73.06,0.29,11.08,6.0,10.67,0.28
2019,12,20,246.62,10.07,97.08,6.7,246.94,57.62,0.0,9.95,1.48,9.41,0.38
2019,12,21,244.94,9.98,96.66,7.24,245.5,56.38,0.17,11.95,3.37,11.35,0.27
2019,12,22,284.75,10.83,96.64,7.23,285.12,61.62,0.0,13.46,5.58,12.83,0.41
